"id","latitude","longitude"
381538,41.943934,-87.705304
271799,41.812782,-87.687035
266224,41.922081,-87.719364
59146,41.762244,-87.686848
4904,41.953278,-87.674656
279605,41.337049,-72.970499
261130,41.305042,-72.919892
6947,41.300911,-72.91257
388072,41.744461,-87.566125
382204,42.000509,-87.804151
136327,37.554757,-77.464389
114442,41.80784,-87.726072
327214,41.790137,-87.648695
296513,41.801102,-87.624251
389378,37.548834,-77.475656
336623,41.940262,-87.7052
103563,41.320993,-72.93616
4555,37.529192,-77.40293
245847,41.946267,-87.735627
209261,37.741923,-122.153022
83732,41.778589,-87.72851
16772,41.782953,-87.730212
133847,37.756582,-122.183724
77188,41.970966,-87.677759
201244,41.828098,-87.703513
157818,37.520971,-77.479789
264056,37.559222,-77.42487
250904,41.7419,-87.560004
388323,37.822909,-122.278301
95184,41.826179,-87.669068
30693,37.579913,-77.420364
401493,41.888223,-87.628163
45290,42.014715,-87.703155
44844,41.893197,-87.650531
268453,41.828128,-87.671554
258722,41.320424,-72.936245
394555,41.976777,-87.692645
108648,37.575437,-77.434909
160539,41.652659,-87.617238
40014,41.777364,-87.722728
165977,41.875886,-87.627625
344306,42.012618,-87.675661
19326,42.000423,-87.6622
157077,41.974485,-87.68668
130238,37.568521,-77.483862
241901,37.486246,-77.49745
310571,37.495802,-77.444768
112035,41.771132,-87.67127
38608,41.853881,-87.724817
354138,37.577985,-77.418943
114704,37.805742,-122.263509
312931,41.92558,-87.739222
72962,37.488435,-77.476313
118670,41.931981,-87.793059
86805,41.886192,-87.616284
246007,41.923859,-87.773705
382291,41.794141,-87.657301
62694,41.968624,-87.687187
15810,41.997302,-87.766693
323626,41.966568,-87.714607
251188,41.871104,-87.628605
180819,41.938443,-87.776583
232758,41.318599,-72.907213
318566,37.814148,-122.274483
60258,41.989727,-87.777441
210215,41.719049,-87.556548
341756,41.884129,-87.770161
72213,41.934343,-87.716052
282507,41.759562,-87.656227
348084,41.795235,-87.580856
133062,41.977449,-87.839073
125070,41.837979,-87.651334
323437,41.844121,-87.733755
77677,41.855306,-87.649263
53436,37.846208,-122.251876
316040,41.696375,-87.613472
80076,41.975532,-87.728233
123997,41.967052,-87.669395
367293,41.815958,-87.616773
277657,37.785576,-122.193415
249766,41.867414,-87.627419
354016,37.525847,-77.489186
4831,41.895174,-87.666111
355446,41.924551,-87.721174
303687,41.830474,-87.667953
297796,41.783425,-87.642469
24336,41.255283,-72.896532
283500,41.844163,-87.731043
37110,41.286055,-72.894064
249033,41.96241,-87.654755
55333,41.903509,-87.657425
364870,41.768382,-87.638438
201546,41.949327,-87.703
76692,41.972206,-87.768541
404541,41.792445,-87.776938
359110,41.787926,-87.713684
191288,41.783061,-87.668047
401973,41.751767,-87.563534
246932,41.707215,-87.620209
188960,41.882996,-87.686485
264711,41.79213,-87.792924
55860,37.541299,-77.459766
397969,41.890255,-87.646153
289055,41.814093,-87.70421
325034,41.924335,-87.739037
295416,41.925752,-87.64058
259127,37.808648,-122.245195
75994,41.319173,-72.913933
281492,37.554313,-77.4831
257885,41.75502,-87.717254
80818,41.83617,-87.637705
396379,41.837626,-87.724371
171758,37.827514,-122.269228
362761,41.946215,-87.739706
37637,41.691952,-87.642366
241242,41.810588,-87.709947
260534,37.814655,-122.281387
46460,42.012531,-87.680587
175407,41.860479,-87.721342
171214,41.711342,-87.658975
321369,37.543099,-77.521355
340043,41.914578,-87.648384
51338,41.992216,-87.696123
195496,41.817331,-87.695708
124692,41.972873,-87.709822
220660,41.866405,-87.705669
214974,41.945925,-87.763023
301921,37.826081,-122.25796
114298,41.899674,-87.667712
270535,37.532701,-77.415326
117607,41.968416,-87.712147
101527,41.874937,-87.748034
274242,41.735913,-87.712992
219627,37.52532,-77.448062
33459,41.927652,-87.764211
359932,41.982884,-87.723756
313934,37.833198,-122.252983
296207,41.7794,-87.667877
354894,41.978209,-87.679469
34634,41.310171,-72.924575
3049,37.489291,-77.462282
406986,41.80785,-87.725221
214727,41.89616,-87.661807
249483,41.823738,-87.623147
280976,41.844471,-87.708415
167150,41.989048,-87.661738
155937,37.537599,-77.472633
93975,41.852254,-87.644127
111889,41.945375,-87.759358
135055,37.513944,-77.47461
88960,37.547555,-77.456928
167007,41.799783,-87.742949
330223,41.969291,-87.64866
27581,41.786187,-87.707181
133928,37.567563,-77.43665
180649,41.901562,-87.699322
66188,37.564119,-77.418245
122070,37.80172,-122.263735
108614,41.764556,-87.692005
216440,41.913087,-87.650774
38864,41.896813,-87.616867
158642,41.682882,-87.655464
26240,37.54153,-77.463111
319818,41.844495,-87.640472
344480,41.976434,-87.780951
299744,41.786036,-87.716645
191934,41.890132,-87.72471
344287,37.545416,-77.470295
133023,41.883144,-87.676863
313821,41.733876,-87.607183
45391,37.552495,-77.477547
131181,41.852257,-87.670309
256772,41.78435,-87.708224
347410,41.906785,-87.627512
17041,41.755213,-87.578509
8807,41.850611,-87.639308
69456,41.783534,-87.693517
187073,41.702759,-87.542244
371342,41.995843,-87.703222
122780,41.862853,-87.715433
99239,41.706905,-87.64404
108285,41.80114,-87.684826
393594,37.562414,-77.472936
61330,41.810731,-87.701614
7365,37.782974,-122.200867
220829,41.73304,-87.58279
174983,37.769664,-122.212869
120961,37.816338,-122.295662
251090,41.713785,-87.673535
405622,41.935023,-87.744254
375348,41.860179,-87.627262
376137,41.872195,-87.660198
407575,41.804167,-87.684343
376017,41.314928,-72.918222
175959,37.848807,-122.241483
397170,41.779854,-87.705832
209793,41.829168,-87.626519
380640,37.557536,-77.464643
378988,41.931191,-87.772321
238962,41.83159,-87.652289
205021,41.900674,-87.674744
269757,41.30153,-72.916883
242069,41.941251,-87.761683
287002,41.984913,-87.728491
293831,42.014961,-87.668295
191927,41.808685,-87.658896
192504,41.835859,-87.672705
82148,41.871883,-87.739933
223337,41.760568,-87.588416
161183,41.793985,-87.799052
266958,41.90985,-87.676624
229978,37.562494,-77.44481
401961,41.970487,-87.685319
386729,37.585614,-77.454178
278158,41.844131,-87.730629
276344,41.810203,-87.687679
151483,41.90284,-87.706059
183066,37.803113,-122.26758
325245,37.553372,-77.533757
282004,41.304554,-72.922765
136405,41.842937,-87.652308
222021,41.657321,-87.607526
140081,41.785425,-87.632047
226169,37.810793,-122.211685
50623,37.48598,-77.46986
338038,41.807852,-87.725052
182603,41.909515,-87.642176
371531,41.970272,-87.70857
356290,37.567908,-77.420985
146733,41.914867,-87.669027
89917,41.759614,-87.652759
265472,41.917952,-87.678946
125929,41.84609,-87.70263
316357,37.829399,-122.21241
301198,41.308609,-72.895523
188701,37.783287,-122.229094
289538,37.51708,-77.498002
196132,41.771964,-87.68431
321842,41.851785,-87.703768
358259,41.953641,-87.728406
279143,41.831059,-87.621764
53815,41.743821,-87.683981
221274,37.83734,-122.262362
1062,41.817475,-87.702929
326388,41.74583,-87.600177
388715,41.92501,-87.679165
89957,37.575901,-77.413921
82674,41.88797,-87.620646
336109,41.849618,-87.699025
115871,41.99773,-87.689883
22525,37.512116,-77.471203
330563,41.855122,-87.630158
76170,42.003011,-87.665662
45646,41.990254,-87.772528
321547,41.320015,-72.91143
214922,41.766015,-87.590994
32886,37.809054,-122.218107
174489,41.794434,-87.637858
345152,41.282647,-72.930796
14471,41.924807,-87.697413
246037,37.50697,-77.464435
365223,41.931147,-87.710437
27098,37.472531,-77.479011
360983,37.584311,-77.445493
114694,41.697929,-87.675164
393676,37.758665,-122.192584
123277,37.543447,-77.424024
163969,41.809372,-87.72364
143644,41.768149,-87.683338
212574,37.548888,-77.44462
341484,41.30665,-72.89071
18797,41.909878,-87.666473
212138,41.795197,-87.580733
56347,41.903205,-87.670539
212659,41.770005,-87.688282
123620,41.699141,-87.613548
317540,37.548129,-77.457912
135279,41.939478,-87.686205
58595,37.764328,-122.189828
359855,41.954013,-87.688466
309890,41.953903,-87.709772
3855,37.572674,-77.423005
372232,37.485164,-77.47275
25222,37.537529,-77.574939
178061,37.547311,-77.457485
1828,41.737709,-87.715114
240310,41.932069,-87.782077
2552,41.294155,-72.930983
235088,41.93336,-87.714439
275065,41.974563,-87.718071
269921,41.878624,-87.683901
301469,37.548702,-77.410372
294126,41.9285,-87.718322
222206,41.816177,-87.684832
212252,37.805714,-122.296654
98465,41.846866,-87.647193
1528,37.515236,-77.51389
356982,37.552433,-77.473179
248310,41.729215,-87.568227
354243,37.833014,-122.263348
239149,41.839207,-87.663016
333232,41.851815,-87.701759
190299,41.983142,-87.695132
159808,41.936783,-87.670985
345645,41.743916,-87.608213
228666,41.961201,-87.70618
398334,41.712521,-87.617548
357478,41.88276,-87.709422
271834,41.695003,-87.666335
84544,41.331145,-72.945163
45274,41.974256,-87.665111
231555,41.796489,-87.703641
127911,37.542053,-77.4695
67093,37.830624,-122.268027
376604,41.324192,-72.918848
2380,37.578224,-77.422713
404297,41.326564,-72.927522
81596,41.878875,-87.69623
290047,41.833321,-87.672867
80842,41.971329,-87.707337
25370,41.964376,-87.748407
221138,37.530924,-77.407604
280675,41.785234,-87.617359
13767,41.806629,-87.645475
104404,41.791325,-87.606153
79848,37.5084,-77.459159
393453,41.659191,-87.578662
43531,41.747855,-87.578345
77519,37.799667,-122.28524
21942,41.736971,-87.581628
277171,37.501443,-77.444909
24695,41.710941,-87.615079
214772,37.524434,-77.476944
323685,37.530227,-77.503433
336580,41.946655,-87.778974
179991,41.881934,-87.635312
84879,41.849862,-87.713057
409526,37.747307,-122.157028
195870,41.712465,-87.636912
141917,41.779529,-87.734997
405328,37.477022,-77.435257
374716,37.56588,-77.433299
314632,42.009275,-87.682005
290368,37.505332,-77.487707
129559,41.931617,-87.664746
256217,37.816071,-122.297112
289355,37.477492,-77.434681
37080,37.51384,-77.461534
405905,41.934866,-87.644761
62164,41.781273,-87.733828
303200,41.784498,-87.698812
179546,41.851128,-87.713762
354857,37.772359,-122.231144
56790,41.968429,-87.710921
183885,41.706715,-87.660879
123312,37.521002,-77.47849
323303,37.538542,-77.450797
136055,41.731515,-87.551288
138207,37.497772,-77.454896
68342,41.876705,-87.696173
279673,41.954148,-87.679341
6330,41.914059,-87.683155
400914,41.787841,-87.683869
52165,41.838189,-87.730464
263695,41.754674,-87.741532
199433,41.340296,-72.971168
129580,37.558031,-77.485296
267951,37.495358,-77.499394
316625,37.808081,-122.234528
323516,41.851176,-87.713763
95599,41.903878,-87.632921
74949,41.956653,-87.708223
332111,37.489733,-77.487799
343334,41.270304,-72.892003
225645,37.536358,-77.585422
34819,41.307596,-72.946098
158122,41.749349,-87.72685
226291,41.688227,-87.647118
75275,41.796484,-87.723255
270002,41.957525,-87.711147
228880,41.970329,-87.76756
173806,37.537457,-77.579348
141098,41.948462,-87.645873
398394,41.973014,-87.689265
347918,41.778079,-87.634999
327942,37.508854,-77.398279
345073,41.939697,-87.668662
99070,41.881943,-87.634125
243079,41.328614,-72.98033
48595,37.826777,-122.284527
152851,41.931021,-87.710607
316492,41.910217,-87.697071
168561,37.575958,-77.494319
153353,42.002776,-87.81615
326813,41.946767,-87.685871
238669,41.311949,-72.947345
170767,37.772394,-122.195252
277726,41.928554,-87.647645
247820,37.579407,-77.466165
184185,37.565758,-77.516997
166737,41.870249,-87.686141
365018,41.858659,-87.669427
129828,41.913656,-87.703373
185048,41.788764,-87.716774
80513,37.543972,-77.440558
253636,41.846001,-87.703851
283470,41.703351,-87.635478
359412,41.79275,-87.761413
396816,41.924863,-87.691547
321885,41.793441,-87.708497
978,42.015034,-87.690223
190216,37.496116,-77.493561
38295,41.990128,-87.66027
16999,37.812728,-122.292855
260533,41.997643,-87.700138
44834,37.481819,-77.443708
339749,37.571849,-77.418184
34180,37.78134,-122.20024
302468,37.789079,-122.20573
197669,41.880105,-87.768118
279500,41.797809,-87.647695
210945,37.581257,-77.46635
110606,41.905481,-87.715344
82695,41.904658,-87.707564
126616,41.318568,-72.960334
88456,41.71842,-87.569299
74836,41.756461,-87.612629
394179,41.699884,-87.560768
354288,41.946852,-87.786298
330320,37.574565,-77.422377
304563,37.557904,-77.442715
54439,37.533836,-77.470375
59566,41.762467,-87.680631
103627,41.283663,-72.931632
241233,41.778429,-87.742293
113059,37.78808,-122.244769
237587,37.518924,-77.393885
334650,41.917864,-87.684015
128352,37.794243,-122.238386
158121,41.770446,-87.584643
145902,37.555866,-77.472359
48902,37.815437,-122.296371
378748,41.92573,-87.648771
303686,41.786594,-87.709467
76256,37.768471,-122.219937
130362,37.535554,-77.468373
360064,41.844361,-87.716462
340640,41.938135,-87.719661
178326,41.945124,-87.82328
94822,41.85611,-87.721128
159763,41.905834,-87.689563
376995,41.906887,-87.632181
95828,41.772572,-87.739675
403348,41.309095,-72.941912
53406,41.759565,-87.656064
181328,41.935879,-87.644249
306140,41.288558,-72.93304
58178,37.818545,-122.285291
307053,41.783259,-87.719419
258110,37.569753,-77.51283
331866,37.804007,-122.240366
347841,41.924048,-87.713719
45394,41.925125,-87.751254
237734,41.930166,-87.711071
81711,37.512721,-77.469721
34431,37.78778,-122.201084
260793,41.780619,-87.586458
89461,37.573057,-77.50525
51623,41.880492,-87.647322
160647,37.557438,-77.42456
61743,37.771132,-122.214761
78999,41.763158,-87.659258
258866,41.925872,-87.70219
155473,41.953741,-87.712886
222869,42.007202,-87.688046
300787,37.781687,-122.205263
292716,41.787644,-87.796292
208653,41.910265,-87.692111
48328,41.981336,-87.692811
382355,41.752838,-87.719101
7239,41.872046,-87.688614
302131,41.896123,-87.664105
8670,37.521398,-77.455408
50689,41.327096,-72.923103
187766,41.807843,-87.59518
282068,37.801556,-122.272919
332285,41.755242,-87.576066
294838,41.995911,-87.689824
194075,41.809853,-87.697923
331315,37.581017,-77.435469
134445,37.54897,-77.456844
224078,37.53169,-77.406272
88041,37.506682,-77.438728
3756,37.827827,-122.271584
237462,37.787037,-122.218163
112581,41.788759,-87.71712
276298,41.840075,-87.661213
154839,37.768219,-122.195102
78958,37.508003,-77.445743
147105,41.970135,-87.777079
231735,41.844167,-87.730721
259338,41.851465,-87.707678
262281,41.898942,-87.759443
184680,41.919088,-87.767605
218738,37.562826,-77.480163
306132,37.563746,-77.486612
93727,41.863694,-87.708027
370583,41.813629,-87.700848
121035,41.797382,-87.762451
338670,41.703615,-87.685637
210656,37.547884,-77.439548
249479,37.779303,-122.229097
44657,37.528678,-77.485217
242160,37.843581,-122.264526
190505,37.519136,-77.489115
404140,41.981115,-87.806959
284423,41.884274,-87.768275
127391,41.880535,-87.661224
254870,41.854981,-87.728201
75012,37.768313,-122.170822
164534,41.922761,-87.774463
231163,41.936472,-87.787164
116794,41.954277,-87.706805
377719,37.835316,-122.252
203364,41.850926,-87.635441
379720,41.943422,-87.756839
194279,41.904659,-87.707416
339053,41.850982,-87.632256
307562,37.747693,-122.173364
57036,41.803187,-87.659963
404488,41.779047,-87.764543
93099,37.560384,-77.432042
353758,37.571279,-77.501597
304321,41.781342,-87.781398
72289,41.743144,-87.658439
323843,41.891641,-87.762002
142990,37.542888,-77.412164
264180,41.794302,-87.777798
291945,41.898771,-87.63548
287715,37.807103,-122.30233
389423,41.829836,-87.694128
154877,37.568133,-77.436882
316225,41.792063,-87.796458
35839,41.818752,-87.602132
270531,37.506824,-77.496788
321787,37.504341,-77.488655
149248,41.984844,-87.66905
86913,37.51243,-77.440388
133447,37.768278,-122.15286
303642,41.302379,-72.938231
16779,41.892478,-87.66344
241976,37.819929,-122.28339
108818,41.773141,-87.605769
121219,41.747098,-87.63663
308815,41.857975,-87.655132
27395,41.911777,-87.72019
86884,37.819523,-122.253166
334422,41.968446,-87.709104
320649,37.543552,-77.456453
278134,41.759471,-87.662249
379222,41.31406,-72.918917
133068,41.792506,-87.626735
32599,37.529259,-77.516163
40640,41.770972,-87.625084
392411,41.311647,-72.900092
324776,37.818911,-122.249542
325603,41.77217,-87.623479
354891,41.751039,-87.546827
239936,41.767409,-87.616913
202606,41.69489,-87.718035
16116,41.919165,-87.702144
4032,41.820359,-87.687234
323320,37.567766,-77.485111
86603,42.001402,-87.662667
115482,37.509138,-77.446675
117925,41.850223,-87.683141
65616,41.786764,-87.786486
78348,41.977552,-87.765945
222826,41.736052,-87.645172
118813,37.763904,-122.168527
286307,41.944771,-87.784367
38606,41.783723,-87.614458
359119,41.852843,-87.685663
349531,41.977578,-87.708768
48063,41.884471,-87.624452
229102,41.93477,-87.676682
279458,41.297001,-72.888043
299229,41.911744,-87.667323
321668,41.724257,-87.644505
221856,41.817321,-87.685068
26381,37.803196,-122.253696
53983,41.95798,-87.648202
166400,41.965281,-87.710835
386343,41.828432,-87.686242
345584,41.853587,-87.705307
366569,41.781901,-87.622227
106917,41.866224,-87.721317
76169,41.95421,-87.67464
391533,41.850252,-87.683142
250763,41.691366,-87.649164
367049,41.721428,-87.645642
144385,37.801911,-122.269517
184928,37.805677,-122.29622
318283,41.951167,-87.669343
60887,41.751162,-87.612307
109983,41.788742,-87.708324
348909,41.945607,-87.727913
269931,37.578147,-77.419627
398455,42.000165,-87.692389
164787,37.789797,-122.185979
378416,41.746843,-87.654617
283278,37.533647,-77.417278
137137,41.983142,-87.695132
195729,41.884641,-87.72898
341499,41.743793,-87.636246
48013,37.480744,-77.473095
171934,37.532701,-77.41192
127141,41.920557,-87.67887
251679,41.305082,-72.930212
382415,41.792864,-87.754008
106693,41.90091,-87.718937
123977,41.95284,-87.707986
283410,41.736738,-87.569654
377276,41.314896,-72.901828
246119,41.831711,-87.666763
80048,41.809941,-87.710782
65021,41.853833,-87.693133
35792,41.888099,-87.624535
80169,41.808305,-87.692707
35347,41.814931,-87.743358
150204,37.801678,-122.275368
147501,37.819336,-122.201219
401260,41.315625,-72.920897
67506,41.922357,-87.705085
248710,41.829363,-87.671591
16171,41.748324,-87.680426
245250,37.546543,-77.458461
275654,41.692268,-87.649676
310305,41.679711,-87.638398
310218,41.30669,-72.89016
184571,41.909342,-87.715746
135192,37.576191,-77.422005
47634,41.944662,-87.663952
325724,41.844329,-87.718489
12010,41.694062,-87.65216
14912,41.840425,-87.734175
26150,41.878746,-87.67658
385615,41.700865,-87.655156
96748,41.897613,-87.696752
192828,37.573502,-77.432251
178206,37.824116,-122.265692
88732,41.804005,-87.740612
367058,37.578728,-77.439067
364038,41.833524,-87.684502
326357,37.499649,-77.439338
252993,41.940427,-87.707652
44384,41.953896,-87.781697
113046,41.852432,-87.660295
25005,41.817971,-87.604656
330267,41.774295,-87.644644
386229,41.794515,-87.698702
228236,41.932678,-87.651477
244166,41.995992,-87.665327
90245,41.691301,-87.65451
233011,41.919703,-87.768264
378386,37.545715,-77.464881
292609,37.814787,-122.27183
392958,41.837833,-87.714614
106354,41.790111,-87.669339
44175,37.844425,-122.242089
119841,37.516201,-77.398611
392245,41.788007,-87.707074
329212,41.762184,-87.690518
178120,41.745398,-87.555209
327339,41.927973,-87.74141
321408,41.316098,-72.890091
317507,37.468621,-77.465463
370938,41.767832,-87.660257
10618,41.997336,-87.662111
244846,41.853289,-87.695492
300956,41.84007,-87.718338
183135,37.778741,-122.210944
155072,37.76052,-122.147821
15415,37.797352,-122.264759
369746,41.790213,-87.683938
74785,41.838486,-87.659856
181832,37.547374,-77.405741
150471,41.689102,-87.613268
396432,41.927222,-87.799027
145944,41.932236,-87.736829
97046,41.960148,-87.70455
264747,41.262314,-72.893782
156180,37.814056,-122.287949
90167,41.878566,-87.747659
230923,41.943343,-87.668763
173281,41.938971,-87.736994
189643,37.533135,-77.404483
35586,41.910312,-87.749224
220681,41.906409,-87.671257
246912,41.984746,-87.773149
188122,41.922356,-87.644441
318198,41.803033,-87.730793
325751,37.516656,-77.45755
354280,41.924285,-87.742885
136583,37.833593,-122.250501
114456,37.535242,-77.573013
164252,41.32727,-72.981559
283886,41.941058,-87.704052
317370,41.327765,-72.916144
324768,41.786747,-87.664394
237578,41.887214,-87.76553
266144,41.771937,-87.722589
82563,41.925058,-87.675344
403064,37.571783,-77.436104
185773,41.854826,-87.680884
321647,41.975683,-87.768481
293350,41.830454,-87.669669
332847,41.823036,-87.681084
276787,41.857736,-87.67017
58097,41.909205,-87.689645
222884,37.502397,-77.517214
327818,41.314805,-72.891764
115763,41.842362,-87.728146
165601,41.891136,-87.761126
150502,41.808134,-87.703124
345475,41.934544,-87.71638
328811,41.994468,-87.69918
264804,37.56873,-77.417223
369481,41.900751,-87.732065
250450,41.770572,-87.731086
263130,41.854726,-87.691843
40520,41.944301,-87.747092
269627,41.758292,-87.58225
324276,37.807223,-122.274396
177175,41.820234,-87.616897
256695,37.559612,-77.480796
199706,41.771361,-87.65914
386689,37.55007,-77.445898
239228,41.908271,-87.692406
223074,41.800654,-87.716006
270753,41.793247,-87.598121
77520,41.968592,-87.691391
128103,41.854213,-87.623849
307946,41.760568,-87.588416
326471,41.877533,-87.757589
408966,37.53194,-77.412318
193707,41.771902,-87.688333
127991,41.751307,-87.603461
11636,37.580298,-77.510476
46246,37.791057,-122.191626
153751,41.962674,-87.681793
92752,37.547812,-77.457132
327229,41.933289,-87.75649
74610,37.752999,-122.174717
358008,41.826753,-87.673975
11671,42.0128,-87.672371
220096,41.842454,-87.730924
168040,37.518513,-77.393042
66634,41.770288,-87.6186
216117,37.814091,-122.247139
407332,41.699138,-87.675464
174553,41.797809,-87.647695
336676,41.746998,-87.643934
368474,37.532284,-77.405835
13468,41.311229,-72.920675
89959,41.72699,-87.639721
11608,41.793872,-87.698508
219051,37.581628,-77.434579
264648,41.809901,-87.711067
204515,41.99741,-87.708162
238372,37.55329,-77.471608
325485,41.958169,-87.725318
409434,37.545442,-77.472769
350081,37.520889,-77.465182
319290,41.889709,-87.677861
338346,41.649747,-87.543515
152897,37.813146,-122.27913
89623,41.895968,-87.673602
20218,41.859258,-87.693214
123936,37.579489,-77.426372
240224,41.714164,-87.646461
252730,37.462607,-77.447227
324139,41.895413,-87.721192
67764,41.865787,-87.752082
353723,41.909335,-87.77644
319322,41.93338,-87.663936
337627,41.847129,-87.68184
197955,41.755409,-87.562448
24930,41.698365,-87.66085
38771,41.771415,-87.582596
162667,37.53558,-77.587065
4304,41.901393,-87.696842
249484,41.925247,-87.681526
373565,41.737059,-87.565507
376458,41.801027,-87.727759
409676,41.853404,-87.715049
82356,41.882042,-87.627806
166378,41.857736,-87.670234
199391,37.512249,-77.507442
338230,41.821059,-87.686048
118098,41.766001,-87.716552
328195,41.987638,-87.655311
202838,37.53935,-77.518743
78535,41.91086,-87.734908
259514,41.902841,-87.707053
133278,37.73564,-122.180651
80820,41.936695,-87.71991
48754,37.79948,-122.261632
172059,41.844121,-87.73378
400157,37.565207,-77.511931
190082,37.519532,-77.405878
111392,41.933593,-87.744222
17958,41.967078,-87.667119
371066,41.308723,-72.925448
5790,41.968042,-87.746618
149217,37.798617,-122.216254
115225,41.765869,-87.673559
118611,42.008448,-87.700421
147201,41.755163,-87.709881
366396,41.90993,-87.722374
14922,41.884471,-87.624452
285151,41.752781,-87.623036
13349,37.831285,-122.273605
224803,41.939459,-87.688367
211657,41.845943,-87.734317
236648,37.499897,-77.441013
186931,37.842591,-122.252105
245261,41.842347,-87.713515
51995,37.81358,-122.272406
208967,41.802251,-87.606407
31356,41.893017,-87.687106
216833,37.796622,-122.23319
15606,37.541187,-77.402888
53201,37.520206,-77.457689
31568,41.740246,-87.666827
270769,37.541768,-77.434778
249421,41.892216,-87.751695
188217,41.785799,-87.790115
108804,37.572206,-77.516076
141746,41.756362,-87.626433
34024,37.813848,-122.290541
60421,41.761417,-87.654021
348336,41.789293,-87.704661
46410,41.729723,-87.564598
372688,41.807779,-87.730923
33237,41.920675,-87.705606
356092,41.766623,-87.67358
173175,41.968267,-87.725597
64082,41.852485,-87.732095
304204,41.280975,-72.897541
274873,41.693276,-87.535282
341596,37.490858,-77.491413
364890,41.835289,-87.651075
57110,41.917627,-87.759668
96906,41.962398,-87.67086
39115,37.46952,-77.454205
248911,41.937834,-87.718542
258747,41.305816,-72.919674
379451,41.85425,-87.627114
272733,37.747156,-122.153567
49539,37.522385,-77.465741
83021,41.807515,-87.682207
367901,41.89913,-87.713997
213734,37.570756,-77.421467
283804,41.916362,-87.687378
127329,41.997409,-87.708215
170110,41.786407,-87.693595
365905,41.699926,-87.54134
255187,41.726988,-87.632139
182743,41.851433,-87.70035
23836,41.925188,-87.707232
352784,41.947017,-87.829146
292398,41.93961,-87.817012
394148,37.54477,-77.470903
79631,37.779419,-122.205025
128510,37.79695,-122.250241
29231,41.323806,-72.943429
165240,41.793496,-87.703554
118645,41.920563,-87.65709
238526,41.967517,-87.726791
264565,41.895695,-87.69232
328951,41.714866,-87.561029
8394,41.971704,-87.768548
154981,41.799225,-87.778363
189067,41.794563,-87.630513
197964,41.886929,-87.632484
98047,41.884471,-87.624452
175112,41.76476,-87.649257
116806,37.807046,-122.252191
365931,41.879032,-87.62611
91768,41.754568,-87.626207
85387,41.884522,-87.622287
390756,41.791498,-87.591596
332294,41.836638,-87.695008
395003,37.827722,-122.283975
26123,41.910694,-87.714953
194347,41.823834,-87.616997
243933,41.936346,-87.65031
326022,41.782086,-87.614457
229617,41.851145,-87.683833
26650,37.552871,-77.423218
46214,37.53768,-77.435406
234014,37.518451,-77.480834
66363,41.817601,-87.606727
262477,41.696847,-87.647669
70671,41.704106,-87.696637
104618,41.678059,-87.62051
298094,41.968639,-87.71704
237165,41.932096,-87.697618
14469,41.761259,-87.633348
